destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,0,1.0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0.0,1
Home,Alone,,80,6PM,Coffee House,2h,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,,1
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,,1~3,1~3,1,1,1,0,,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,0,0,1,0.0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,26,Unmarried partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1.0,1
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,0,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,0,0,0,1.0,1
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,0,1.0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,0,1.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Single,0,,Personal Care & Service,$12500 - $24999,,never,,,1~3,less1,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,0,0,0,1.0,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,1,0,1.0,0
Home,Alone,,80,6PM,Restaurant(<20),2h,Female,26,Single,0,,Personal Care & Service,$12500 - $24999,,never,,,1~3,less1,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,,$12500 - $24999,,never,,1~3,1~3,less1,1,0,0,1,0.0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,0,0,1,0.0,0
Home,Alone,Sunny,80,10PM,Bar,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,,1~3,less1,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,0,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,0,1.0,0
Work,Alone,,80,7AM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,1,0,1.0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,1,0,1.0,0
Work,Alone,,80,7AM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,0,0,1,0.0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,,never,,1~3,1~3,less1,1,1,0,0,1.0,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,,0
No Urgent Place,Friend(s),,80,6PM,Restaurant(<20),1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,0,1.0,1
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,,less1,never,1,1,0,0,1.0,0
Home,Alone,,55,6PM,Restaurant(20-50),2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,1.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,1,0.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,0,,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,,less1,never,1,1,1,0,1.0,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,1,0.0,0
Home,Alone,,80,10PM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,1,0.0,1
Home,Alone,Sunny,80,10PM,Bar,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,1.0,0
Work,Alone,,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,1,0,1.0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,1,0,1.0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,0,0,1,0.0,1
Work,Alone,,55,7AM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Unemployed,Less than $12500,,never,never,less1,less1,never,1,1,0,0,1.0,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,0,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,0,0,0,1.0,0
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,,1~3,1~3,1,1,0,0,1.0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,0,0,1.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,0,0,1,0.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,0,0,0,1.0,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,1,0,1.0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,0,0,1,,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,,1~3,1~3,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,,1~3,1~3,1,0,0,1,0.0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,,$75000 - $87499,,never,never,1~3,1~3,1~3,1,0,0,1,0.0,0
Work,Alone,,80,7AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,0,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,,1~3,1~3,1,1,0,0,1.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,1,0,1.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,1,0,1.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,,1~3,1~3,1,0,0,1,0.0,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,0,0,1.0,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,0,1.0,0
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,0,1.0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,0,1.0,0
Home,Alone,,80,6PM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,1,0.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,0,1.0,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,1,0,1.0,0
Home,Alone,,80,6PM,Restaurant(<20),2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,1,0.0,0
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,1,0.0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,1,0.0,1
Home,Alone,Sunny,80,10PM,Bar,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,0,1.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,1,0,1.0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,1,0,1.0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,1,0.0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,1,0,0,1.0,0
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,,less1,never,1,0,0,0,1.0,1
No Urgent Place,Friend(s),,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),,80,6PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,0,1.0,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,0,1.0,0
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,0,1.0,0
No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,21,Unmarried partner,0,,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,0,0,1.0,0
No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,0,1.0,0
No Urgent Place,Partner,,80,6PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,0,1.0,1
No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,0,0,1.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,1,0.0,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,,less1,never,1,0,0,0,1.0,0
Home,Alone,,80,6PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,,less1,never,1,0,0,1,0.0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,1,1,0,1.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,1,,0
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,Unmarried partner,0,,Education&Training&Library,$25000 - $37499,,4~8,less1,,less1,never,1,1,0,0,1.0,0
No Urgent Place,Alone,,80,10AM,Bar,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,0,1.0,0
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,0,,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,0,,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,0,,1
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,,less1,1~3,1,0,0,0,1.0,0
No Urgent Place,Alone,,80,2PM,Restaurant(<20),2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,0,1.0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,0,1.0,0
Home,Alone,,80,6PM,Coffee House,1d,Female,50plus,Single,0,,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,1,0.0,0
Home,Alone,,80,6PM,Coffee House,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,,less1,1~3,1,0,0,0,1.0,0
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,1,0,1.0,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,1,0.0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,1,0,1.0,0
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,1,0.0,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,1,0.0,1
Home,Alone,Sunny,80,10PM,Bar,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,1,0.0,0
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,1,0.0,1
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,,less1,1~3,1,1,0,1,,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,0,0,1.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,1,0,1.0,0
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,1,1,0,1.0,1
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,less1,less1,1~3,1,0,0,1,0.0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,,less1,less1,,less1,1~3,1,1,0,0,1.0,0
No Urgent Place,Alone,,80,10AM,Bar,1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,0,0,0,1.0,0
No Urgent Place,Friend(s),,80,10AM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1.0,1
No Urgent Place,Friend(s),,80,2PM,Restaurant(<20),2h,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1.0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1.0,1
